,Unnamed: 0,loai,tinhThanhPho,diaChi,giaCa,dienTich,ngayDangTin,ngayHetHan,moTa,matTienM,duongVaoM,soTang,soPhongNgu,soPhongTam,noiThat,tienIchKemTheo,dacDiemXaHoi,phapLy,duongpho,duAn,huongNha,huongBanCong,latitude,longitude
25,25,Nhà riêng,"Quang Trung, Hà Đông, Hà Nội",lê quya đôn,0.72,50.0,737669.0,737714.0,"NHÀ MẶT PHỐ _ KINH DOANH TỐT_ KHU PHÁT TRIỂN _ DÂN TRÍ CAO_ GIÁ TRỊ TƯƠNG LAI CAO



+ Nhà bán nằm trên mặt phố Lê Quý Đôn 2 ô tô tránh có thể kết hợp kinh doanh văn phòng, nail, tóc.. Spa.

+ Vài chục mét ra mặt phố Lê Lợi, nối các tuyến đường lớn giao thông đi lại thuận lợi.

+ Rất gần trường PTTH Lê Lợi, khu vực an ninh tốt dân trí cao.

+ Vài phút chạy xe máy ra chợ Hà Đông, vườn hoa Hà Đông, phố trung tâm đầy đủ tiện ích.

+ Chủ nhà là cán bộ Quân đội hiện đã nghỉ hưu muốn bán để chuyển về quê ở.

+ Nhà xây 3 tầng BTCT chịu lực, phong cách kiến trúc hiện đại.

- Tầng 1: Phòng khách, bếp, phòng ăn rộng.

- Tầng 2: Bố trí 02 phòng ngủ.WC.

- Tầng 3: 01 Phòng thờ. Sân phơi, có thể xây thêm phòng ngủ.
chủ nhà cao tuổi chuyển về quê sống cần bán gấp.
hỗ trợ vay ngân hàng 70%
liên hệ mua nhà: 0976198683",,,3.0,4.0,2.0,,,,0,Lê Quý Đôn,,,,20.9652675,105.76812779999999
26,26,Căn hộ mini,"Mỹ Đình 2, Nam Từ Liêm, Hà Nội","Mỹ Đình, Mỹ Đình 2, Nam Từ Liêm, Hà Nội",15.9,90.0,737669.0,737714.0,"+ Pháp lý sạch.
+ Diện tích. 90m2, Nhà 6 tầng, mặt tiền. 12m.
+ Giá. 15.9 tỷ có thương lượng.

1. Cam kết lợi nhuận cho thuê 10-12%/1 năm nếu tự quản lý cho thuê lẻ từng phòng, sau 8 năm 4 tháng có thể x2 tài sản.
2. Cam kết lấp kín phòng đạt giá 135tr/1 tháng mới bàn giao cho khách.
4. Cam kết tất cả các thiết bị nội thất có vấn đề hoặc hỏng sửa hoặc đổi mới trong 1 tháng, liên quan đến thấm dột 3 tháng, đến kết cấu xây dựng 6 tháng đều được bảo hành miễn phí.
SẢN PHẨM PHÙ HỢP VỚI:
1. Hộ gia đình trẻ thay vì vay 1 đống tiền mua nhà ở hết - tiêu sản thì mua nhà ở miễn phí vừa có dòng tiền cho 10-12%/ 1 năm để trả cả gốc lẫn lãi ngân hàng
2. Dành cho đầu tư Thông minh và muốn an toàn tối đa. Đừng ném tiền vào những dự án nghỉ dưỡng, biệt thự biển sổ chỉ 50 năm và cam kết dòng tiền 8-10% vì đó vẫn là tiền của bạn trả cho bạn thôi, hay những dự án mạo hiểm như Phú Quốc Vân Đồn...lướt sóng ko giỏi rất dễ bị sóng đánh "" tụt quần"".
+ Để tiền vào nhà có dòng tiền sổ đỏ trao tay, tiền tươi thóc thật nhận ngay tiền cho thuê được trên 130tr hàng tháng, chưa kể tiền giá nhà đất còn tăng lên = lãi kép.
3. Những nhà đầu tư chỉ chăm chăm vào giá nhà đất lên, hay mua nhà mặt phố chỉ cho thuê dc trung bình 3%/1 năm, Chỉ cần bạn chọn nhầm vị trí, thời điểm mua vào đúng giai đoạn thị trường lao dốc, bạn sẽ phải trả giá rất đắt và thua lỗ rất lớn. Nhưng nếu bạn bds có dòng tiền cho thuê 12%/1 năm bạn vẫn ung dung thu tiền hàng tháng. Chỉ cần hơn 8,4 năm sau tính riêng tiền cho thuê bạn đã X2 tài sản, chưa kể lãi giá nhà đất lên khi thị trường hồi sóng.
4. Những người có tiền nhàn rỗi muốn có chỗ cất tiền an toàn thay vì gửi ngân hàng, ném ngay vào đây, sổ đỏ cất két, ko sợ mất tài khoản qua đêm, thay vì nhận lãi 6-7%/1 năm thì nhận dòng tiền cho thuê 12%/ 1 năm, chưa kể giá nhà đất còn tăng theo từng năm.

+ Liên hệ. Ngọc Dũng.
+ Chuyên nhà đất thổ cư Hà Nội.
+ Miễn phí xem nhà, tư vấn thủ tục pháp lý.",12,4,6.0,6.0,,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Hệ thống an ninh,Nhân viên bảo vệ,Truyền hình cáp,Internet","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ",1,Mỹ Đình,,,,21.027957100000002,105.771796
27,27,Nhà riêng,"Bưởi, Tây Hồ, Hà Nội","Bưởi, Tây Hồ, Hà Nội",3.5,35.0,737669.0,737714.0,"- Vị trí: + Khu phân lô , an ninh tốt, dân trí cao, xóm thân thiện, văn minh. Ngõ to như phố, giao thông thuận lợi, kết nối với THỤY KHUÊ, VÕ CHÍ CÔNG, XUÂN LA, XUÂN ĐỈNH, NHẬT TÂN, ÂU CƠ ...VV
+ 5 phút di chuyển đến đường 5 đi khắp nơi trên mọi miền tổ quốc.
- Chủ nhà hiện đang làm nhà ở có lộc, làm ăn thuận lợi bán đi mua nhà mặt phố to hơn.
- Nhà xây 5 tầng chủ thuê thiết kế, KCBT chắc chắn, hiện đại, thiết kế vô cùng hợp lý, nội thất ngoại nhập, sang trọng, chủ mới mua về chỉ việc xách va ly về ở.
Tầng 1 : Phòng khách + bếp.
Tầng 2. Phòng ngủ wc rộng
Tầng 3, 4. Mỗi tầng 2 phòng ngủ + wc
Tầng 5, phòng thờ, xây phơi.
- Sổ đỏ vuông vắn, pháp lý rõ ràng, giá 3.6 tỷ (có thương lượng).
LH: 0388290799 em tiến",,,,,,,,,0,,,,,21.0530438,105.8128851
28,28,Nhà mặt phố,"Ngọc Thụy, Long Biên, Hà Nội",Ngọc Thụy,2.65,36.0,737669.0,737714.0,"- Sổ đỏ Nở Hậu, pháp lý sạch sẽ. sắn sàng giao dịch.
- Nhà thiết kế 5 tầng kết cấu BTCT chắc chắn, dân xây để ở nhiều tâm huyết. Chủ làm ăn phát đạt bán đi mua nhà lớn hơn.
- Công năng đầy đủ 4 phòng ngủ + 4 vệ sinh + phòng khách + phòng thờ + sân phơi.
- Nội thất đầy đủ , đẹp. Chủ tặng luôn cho khách chỉ việc đến ở.
+ Vị Trí :
- Cách phố vài bước chân Ra đến Ô tô tránh. Ngọc Thụy là định hướng phát triển không gian sống, sinh thái của Long Biên.
- Khu vực đầy đủ dịch vụ xã hội : trường học , bệnh viện, ngân hàng.....
Giá 2.65 tỷ có thương lượng và gia lộc mùa COVID.
ALo : 0969155838 em Hòa: Chuyên nhà đất Long Biên.
Xem và tư vấn pháp lý Miễn Phí.



Ngọc Thụy, Ngọc Lâm: là hai con phố thông ra nhiều phố lớn của Long Biên như: Bồ Đề, Nguyễn Sơn, Hoàng Như Tiếp, Hồng Tiến....",,,5.0,4.0,5.0,,,,0,Ngọc Thụy,,,,21.0588582,105.85838729999999
29,29,Nhà riêng,"Hoàng Mai, Hà Nội","Kim Giang, Hoàng Mai, Hà Nội",3.35,41.0,737669.0,737714.0,"""Cần bán căn nhà đẹp phố Kim Giang, Đại Kim, Hoàng Mai, Hà Nội, mới đẹp thoáng.
+ Diện tích: 41 mét, 4 tầng.
+ Giá có 3.35 tỷ (có thương lượng)
+ Nhà được thiết kế chắc chắn, đẹp long lanh, cầu giữa, 4 phòng ngủ đẹp, phòng nào cũng có cửa sổ thoáng, ban công. Bếp có cửa sổ, sau có khe thoáng, cửa sổ trời.
+ Nhà nằm tại vị trí rất đẹp, mặt ngõ, thông ra khu đô thị Kim Văn Kim Lũ, Nguyễn Xiển ,Kim Giang, Giao thông thuận tiện di chuyển các Quận.
+ Sổ đỏ đẹp, giao dịch ngay.
Liên hệ xem nhà: Mr Uy 0964382969 (24/7)
MIỄN PHÍ 100% DỊCH VỤ.
Hỗ trợ 24/7, tư vấn phong thủy, pháp lý, đàm phán giá, ngân hàng..""
",,,4.0,4.0,,,,,1,Kim Giang,,,,20.983698399999998,105.8636257
30,30,Nhà riêng,"Thịnh Quang, Đống Đa, Hà Nội","Thịnh Quang, Thịnh Quang, Đống Đa, Hà Nội",4.6,43.0,737669.0,737714.0,"
Vị trí siêu đẹp, lô góc 2 mặt ngõ, ngõ trước nhà rộng, thoáng, thông tứ phía, giao thông thuận tiện, KD Spa - Nail - Văn phòng - Quán cơm….
- Nhà đẹp, thiết kế hiện đại và hợp lý, chủ xây để ở nên vô cùng tâm huyết, khách mua về chỉ việc xách vali về ở.
- Khu vực dân trí, an sinh tuyệt vời, xung quanh cực nhiều tiện ích.
- Thiết kế nhà 5 tầng, tổng 6 phòng ngủ rộng.
+ T1: Phòng khách + Bếp + WC.
+ T2, T3, T4: Mỗi tầng 2 phòng rộng + WC
+ T5: Phòng thờ + sân phơi.
- Sổ nở hậu, chính chủ, pháp lý rõ ràng.
LH: 0337116123 - Hải Linh.
",4,4,5.0,6.0,5.0,,,,0,Thịnh Quang,,,,21.0083647,105.8180219
31,31,Căn hộ Cao cấp,"Trung Văn, Nam Từ Liêm, Hà Nội","Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",1.59,48.0,737669.0,737714.0,"Bán căn hộ 1 ngủ, toà Ecolife 58 Tố Hữu full nội thất, ở ngay
Cần bán căn hộ 1 phòng ngủ, toà Ecolife Tố Hữu - toà nhà nằm trên mặt đường Tố Hữu - 58 Tố Hữu, đối diện tòa The Light Viettel khu đô thị Trung Văn, gần chung cư C14, C37, giao thông thuận tiện.
- Căn hộ có 1 phòng ngủ, 1 vệ sinh.
- Cửa Đông Bắc ban công Tây Nam, nhà đã hoàn thiện hết chỉ việc về ở.
- Sổ đỏ chính chủ
- Giá bán 1.59 tỷ
- Liên hệ:0888358855",,,,,,,,,0,Tố Hữu,,,,20.989171,105.7835348
32,32,Nhà riêng,"Xuân La, Tây Hồ, Hà Nội","Xuân Đỉnh, Xuân La, Tây Hồ, Hà Nội",3.5,35.0,737669.0,737714.0,"V ị trí: Nhà cách mặt phố XUÂN ĐỈNH chỉ 10m, đối diện trường THCS , cách Viện THU CÚC chỉ 1Km, cách cụm TRƯỜNG HỌC CÁC CẤP 500m, cách Hồ TÂY 300m.
- Mặt ngõ trước sau rộng 2.5m.
- Diện tích: 51 m2 (nở hậu).
- Diện tích & thiết kế: Nhà xây khung cột kiên cố, thiết kế mỗi tầng 2 phòng.
+ Tầng 1: Để xe, phòng ngủ, wc.
+ Tầng 2: Phòng khách, bếp, wc.
+ Tầng 3, 4: Mỗi tầng 2 phòng ngủ, wc giữa.
+ Tầng 5: Phòng thờ, sân phơi.
- Pháp lý: Sổ đỏ chính chủ.",,,,,,,,,0,Xuân Đỉnh,,,,21.059675600000002,105.80407959999998
33,33,Nhà riêng,"Nhân Chính, Thanh Xuân, Hà Nội","Quan Nhân, Thanh Xuân.",2.95,33.0,737669.0,737714.0,"Bán vị trí và tiện ích.
Khu vực giao thông thuận tiện, di chuyển ra Ngã Tư Sở dễ dàng, gần Royal City.
Căn nhà lô góc, 2 tầng x 33 m2, trước nhà là khoảng sân 1000 m2 tạo sự thông thoáng, không gian sinh hoạt thoải mái.
Hiện trạng là căn Lô Góc 2 tầng, chỉ cần sơn sửa lại là sử dụng ngay.
Nhà vuông đét như tờ A4, sổ đỏ chính chủ, sẵn sàng giao dịch.
Giá : 2.45 tỷ (Thỏa thuận để được giá tốt).
Quan tâm liên hệ: Mr Phương - 0981368239/0901039966.
( Miễn các bạn trung gian, môi giới)",,,4.0,3.0,4.0,,,,0,Quan Nhân,,,,21.004614800000002,105.80407959999998
34,34,Nhà riêng,"Bưởi, Tây Hồ, Hà Nội",Lạc Long Quân,12.0,70.0,737669.0,737714.0,"KHU VÍP TÂY HỒ - 2 MẶT THOÁNG - 7 TẦNG THANG MÁY – PHÂN LÔ Ô TÔ TRÁNH - KINH DOANH - VĂN PHÒNG SIÊU ĐỈNH CAO

Vị trí thuộc vị trí víp Phân Lô Ngoại Giao 2 ô tô tránh, ngõ thông các ngả cách mặt phố 20m.

+ Nhà 7 tầng mới, tháng máy, hiện đại, chủ tâm huyết có thuê thiết kế bản vẽ, hoàn công căn nhà, trước nhà ô tô tránh, mặt ngõ rất thoáng. Thiết kế hiện đại để ở hay kinh doanh đều tuyệt đẹp. DT 70m.

- Tầng 1 : Thông sàn, thang máy vù vù, thang bộ.

- Tầng 2,3,4,5,6 : 2 phòng ngủ thiết kế tiểu PENHOUSE + WC.

- Tầng 7 : Phòng thời, Sân phơi.

+ Phù hợp đa dạng hình thức kinh doanh cao cấp văn phòng đại diện, homestay cao cấp limit khách thuê, SPA…

+ Sổ đỏ rất đẹp, vuông A4. Sẵn sàng giao dịch.

Giá 12 tỷ. Quá hợp lí với khu vực Tây Hồ lộng gió.

Xem nhà LH: e Hương Nhà Đất - Chuyên Nhà Chất 0948433313",,,7.0,1.0,,,,,0,Lạc Long Quân,,,,21.0530438,105.8128851
35,35,Nhà riêng,"Khương Đình, Thanh Xuân, Hà Nội","Khương Hạ, Thanh Xuân.",3.1,32.0,737669.0,737714.0,"Thiết kế hiện đại, mới tinh và thơm tho, đầy đủ công năng.
Nhà thoáng trước + sau, ánh sáng ngập tràn, cách đường ô tô vài bước chân, thêm vài bước là ra phố, an ninh tốt, hàng xóm thân thiện, gần trường học các cấp, gần chợ.
- Nhà 5 tầng x 33/40m2, sổ đỏ 33 m2 nhưng sử dụng tới 40 m2, 3 ngủ, 4 WC, đầy đủ công năng.
- Giá: 3tỷ (Có gia lộc).
- Sổ đỏ chính chủ, sẵn sàng giao dịch.
- Quan tâm liên hệ: Nguyễn Phương - 0981368239/0901039966.
( Miễn các bạn trung gian, môi giới)",,,5.0,3.0,4.0,,,,0,Khương Hạ,,,,20.9923944,105.813598
36,36,Nhà riêng,"Dịch Vọng, Cầu Giấy, Hà Nội","Phan Văn Trường, Dịch Vọng, Cầu Giấy, Hà Nội",5.5,35.0,737669.0,737714.0,"Nhà QUÁ ĐẸP đường Phan Văn Trường_ Cầu Giấy .
Nằm tại vị trí trung tâm quận cầu giấy giao thông đi lại thuận tiện,xung quanh là tất cả các trường ĐH lớn Quôc Gia,Sư Phạm,Báo Chí đi 10p ra bến mỹ đình. Đường trước nhà rộng ô tô 7 chỗ đỗ trước cửa,lợi thế là vừa ở vừa kinh doanh. Có thế cho thuê kinh doanh như Spa, thời trang,tạp hóa…Sinh lời cao.Bên trong thiết kế giếng trời đón ánh sáng tự nhiên rất mát mẻ. Nhà xây khung cột bê tông chắc chắn khách không cần sửa chữa gì..Xung quanh đầy đủ tiện ích công cộng.
Thiết kế 5 tầng
Tầng 1 : Để xe,bếp,Wc
Tầng 2,3,4 : Mỗi tầng 2 PN + Wc giữa
Tầng 5 : Phòng thờ sân phơi
+ Chủ nhà rất vui vẻ thiện chí,( sẽ chịu hết phần thuế phí làm hồ sơ)
+ Để lại toàn bộ đồ đạc trong nhà.
SÔ ĐỎ : CHÍNH CHỦ RÕ RÀNG PHÁP LÝ.
LIÊN HỆ : TUẤN LINH 0354.41.20.11
",,,5.0,6.0,4.0,,,,1,Phan Văn Trường,,,,21.034706699999997,105.7923394
37,37,Căn hộ chung cư,"Tứ Hiệp, Thanh Trì, Hà Nội",Quang Lai Tứ Hiệp Thanh Trì Hà Nội,1.1,64.0,737669.0,737714.0,"Tôi cần bán suất ngoai giao dự án TECCO THANH TRÌ HÀ NỘI.
Vì là suất ngoại giao nên cam kết là căn đẹp, tầng đẹp và giá cũng đẹp nhất trên thị trường.
= Môi tường sống, tổng thể dự án tuyệt vời với đầy đủ tiện ích, trú trọng tới đời sống của cư dân.
Đặc Biệt quý khách có thể nhận nhà về ở ngay.
Sản phẩm chọn chữ tâm vẹn chữ tín của tập đoàn TECCO GROUP
Liên hệ: 0945644999",,,1.0,1.0,1.0,,,,0,,,,,20.9461418,105.8554513
38,38,Biệt thự liền kề,"Hà Đông, Hà Nội",văn la,3.0,32.0,737669.0,737714.0,"Tháng FLASH SALE gia chủ chào giá thiện chí 3.6 tỷ có đàm phán
Bán nhà Văn La, Hà Đông, đường rộng rãi vỉa hè thông thoáng
Nhà xây 5 tầng từ tầng 2 đua ra là 32m2
Thiết kế tầng 1 phòng khách + bếp + wc
Tầng 2 thiết kế 1 phòng lớn + wc
Tầng 3 thiết kế 2 phòng ngủ
Tầng 4 phòng ngủ + phòng thờ
Tầng 5 sân phơi
Vị trí cực đẹp tầm tiền hơn 3 tỷ sở hữu được ngay căn nhà 5 tầng mặt đường rộng 13m, vỉa hè kinh doanh, ô tô tải tránh
Đi lại cực kỳ thuận lợi cách đường Quang Trung 50m, gần chợ Văn La, trường THPT chuyên Nguyễn Huệ, Victoria Văn Phú...
Không gian sống mát mẻ, DT 32m2

Liên hệ: Mr Hưng: O37478.7929 / O353O7.8O33
Chuyên viên Tập Đoàn BĐS Nhà phố Việt Nam. Cam kết tìm được nhà an sinh, kinh doanh ưng ý cho khách hàng. Bảo mật thông tin. Tư vấn miễn phí.",,,1.0,1.0,1.0,,,,0,Văn La,,,,20.955835,105.75636580000001
39,39,Nhà riêng,"Khương Đình, Thanh Xuân, Hà Nội","Bùi Xương Trạch, Khương Đình, Thanh Xuân, Hà Nội",59.0,43.0,737669.0,737714.0,"Bán nhà ngõ 123 Bùi Xương Trạch,Thanh Xuân 43m2, 5 Tầng, 5.9tỷ.
- Ngõ Trước nhà rộng ô tô tránh, nhà kinh doanh đỉnh.
- Xung quanh nhiều tiện ích, mấy phút là ra Ngã Tư Sở, đường vành đai 3 và hồ Linh Đàm lộng gió.
- Nhà chủ mới Sơn sửa lại rất đẹp, khách mua về ở ngay.
- Thiết kế nhà: Tầng 1 Gara ô tô + bếp + vệ sinh.
+ Tầng 2: Phòng khách + phòng ngủ, vệ sinh.
+ Tầng 3;4: Mỗi tầng hai phòng ngủ, vệ sinh.
+ Tầng 5: Phòng thờ + sân phơi.
- Mặt tiền 4M
- Giá: 5.9tỷ.
Miễn phí môi giới và trung gian..! Khẩn nhanh tay kẻo hết
Liên hệ Ms Đào Hạnh Đống Đa: 0983076399 Tư vấn nhiệt tình, trực tiếp xem nhà.
Em đang có rất nhiều căn nhà với nhiều phân khúc khác nhau tại Đống Đa, Hà Nội",,,,,,"Giường ngủ,Trần thả","Trung tâm thể dục,Hồ bơi",Gần công viên,1,Bùi Xương Trạch,,,,20.9923944,105.813598
40,40,Nhà mặt phố,"Bồ Đề, Long Biên, Hà Nội",Bồ Đề,8.56,90.0,737669.0,737714.0,"Vị Trí:
- Khu vực đáng sống nhất Long Biên, cách cầu Chương Dương vài km, tiện ích đủ đường.
- Bồ Đề là khu vực trung tâm của Quận Long Biên, Cư dân Phố Cổ định cư nhiều, văn hóa lịch thiệp đáng sống nhất.
- Là tầm nhìn cho cây cầu Trần Hưng Đạo sắp thi công. Là diểm nhấn cho phát triển khu vực.
Đăc Điểm:
- Diện tích lớn 90m2, Mặt tiền rộng. Ô tô vào nhà thoải mái.
- Thiết kế 5 tầng hiện đại, không gian rộng, công năng tuyệt vời.
- 5 phòng ngủ + 6 vệ sinh + phòng bếp + khách + phòng thờ + sân phơi + gara Ô tô 7 chỗ và vài xe máy vẫn rộng.
- Thang máy chạy êm như trong trung tâm thương mại.
giá 8.56 tỷ giá mùa COVID có thương lượng.
Alooo 0969155838 em Hòa: chuyên nhà đất Long Biên.



Bồ Đề - Lâm Du : là con đường thông ra nhiều tuyến đường lớn của Long Biên như: Hồng Tiến , Cổ Linh, Nguyễn Văn Cừ, Ngọc Lâm...",,,5.0,5.0,6.0,,,,0,Bồ Đề,,,,21.0371784,105.8730678
41,41,Nhà mặt phố,"Quang Trung, Hà Đông, Hà Nội","Quang Trung, Quang Trung, Hà Đông, Hà Nội",5.0,40.0,737669.0,737714.0,"Bán nhà mặt phố Quang trung thông thoáng, đường rộng, vỉa hè mênh mông. Bán kính 500m vô vàn tiện ích.
Gần Siêu thị MeTro, Bệnh Viện Đa Khoa Hà Đông, Ngay kề Khu đô thị Văn Phú, Văn La, Xa La...
Đường thông các ngả: Chu Văn An, Ngô Thì Nhậm, Lý Thường Kiệt, Tô Hiệu, nguyễn Trãi, Phùng Hưng...
Sổ đỏ chính chủ, vuông đẹp, pháp lý rõ ràng, sẵn sàng giao dịch. Tiêu chí tiếp khách: Thân-thiện-toáng.
Nhà 4 Tầng công năng sử dụng đầy đủ. Hiện tại không cho thuê thu về để không chờ chủ mới.
LH em Thanh 0337.226.866 gặp chính chủ chốt giá giao nhà nhanh gọn.",,30,4.0,,,,,"Gần trường,Gần bệnh viện,Tiện kinh doanh,Gần chợ",1,Quang Trung,,,,20.9652675,105.76812779999999
42,42,Nhà mặt phố,"Đống Đa, Hà Nội",Nguyễn Khuyến Đống Đa Hà Nội,18.0,78.0,737669.0,737714.0,"Dành cho dân đầu tư, chủ muốn mua xây dựng nhà hàng, Spa khá đẹp
===============================================================
- Nhà mặt đường Nguyễn Khuyến, Đống Đa,
- Diện tích 77m2 ( trên sổ ) , 80m2 thực tế.
- Mặt tiền : 3,2 m.
- Hướng : Đông Bắc.
- Nhà 2 tầng. Đang kinh doanh khá tốt.
- Vỉa hè rộng, Vị trí tiện lợi trường học, bệnh viện, chợ
- Gần các di tích lịch sử du lịch : Văn Miếu, Hồ Hoàn Kiếm, Lăng Bác...
- Khu vực không hạn chế xây dựng
- Giá tốt : 18 tỷ. Có thương lượng
================================================================.
PHÙ HỢP :
- Nhà mua để cho thuê kinh doanh ( Vị trí kinh doanh khá tốt )
- Xây mới nhà hàng, khách sạn, spa.
- Khu vực khá sầm uất cho việc kinh doanh.
================================================================
Liên hệ xem nhà : 0983.645.901 ( A. Bình )",,,2.0,3.0,1.0,,,,0,Nguyễn Khuyến,,,,21.0180725,105.82994950000001
43,43,Nhà riêng,"Nam Từ Liêm, Hà Nội",Đình Thôn Nam Từ Liêm Hà Nội,3.9,50.0,737669.0,737714.0,"Căn lô góc 2 mặt tiền hiếm khu vực Đình Thôn Mỹ Đình, Nam Từ Liêm. Kinh doanh tốt, ô tô tải đỗ cửa, ngõ thông gần chợ
Nhà lô góc, hai mặt ngõ, thoáng đẹp, có thể kinh doanh hoặc cho người nước ngoài thuê, ô tô tải đỗ cửa.
Nhà xây 4 tầng 2 mặt tiền . Từ tầng 2 và 3: mỗi tầng 2 phòng ngủ, WC, tầng trên cùng phòng thờ, sân phơi.
Trung tâm khu vực Nam Từ Liêm nên đi ra Phạm Hùng, Mễ Trì, Mỹ Đình rất gần. Xung quanh nhiều trường học, trung tâm thương mại Garden, chợ thuận tiện cho sinh hoạt.
+ Vui lòng liên hệ để được tư vấn và đi xem nhà miễn phí!
Lh: Hùng 0928563368",,,4.0,4.0,3.0,,,,0,Đình Thôn,,,,20.999835600000004,105.7480899
